X,Y,osm_id,amenity,name,brand,addr:housenumber,operator,construction,shop,addr:housename,leisure,layer,sport,historic,building,website,cuisine,brand:wikidata,brand:wikipedia,wheelchair,toilets:wheelchair,level,payment:mastercard,payment:american_express,capacity,addr:city,payment:cash,addr:postcode,description,outdoor_seating,opening_hours,payment:visa,delivery,phone,payment:debit_cards,takeaway,smoking,payment:credit_cards,email,addr:street,llbo,addr:province,addr:country,name:en,contact:facebook,alt_name,wheelchair:description,diet:halal,microbrewery,diet:vegan,diet:gluten_free,addr:unit,internet_access,short_name,Payments,year,cater,name:ko,drinking_water,internet_access:fee,drink,catering,addr:floor,old_name,indoor_seating,name_1,name:ar,drive_through,cuisine_1,cuisine_2,official_name,hst_number,payment:interac,payment:discover_card,facebook,name:ru,diet:vegetarian,air_conditioning,diet,addr:hamlet,eat_in,name:fr,dine_in,wifi,opendata:type,type,name:it,payment:bitcoin,atm,stars:system,stars,diet:pescetarian,diet:meat,bar,reservation,unit,addr:building,source_1,gst_number,capacity:indoors,capacity:outdoors,not:name,addr:place,owner,dog,name:vi,stars:date,payment:coins,payment:coinkite,url,fax,opening_hours:url,entrance,est_date,name:zh,take_out,max_occupancy,addr:subdistrict,toilets,toilets:access,wikipedia,wikidata,vacant,floor,FIXME,brewery,building:levels,wikipedia:en,start_date,store_ref,opening_hours:delivery,valet,parking,store_name,opening_hours:signed,seating,barbecue,self_service,halal,int_name,designation,contact:yellowpages,payment:notes,contact:yelp,nudism
-79.6146664,43.5795111,708861052,restaurant,Phở Hà NôI 54,,2541,,,,,,,,,,,vietnamese,,,,,,,,,Mississauga,,,,,,,,,,,,,,Hurontario Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6169861,43.5800645,640932939,restaurant,Kusina,,2,,,,,,,,,,,,,,,,,,,,Mississauga,,,,,,,,+1-905-268-0472,,,,,,3024 Hurontario Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6178706,43.5809053,694281653,restaurant,Zeit & Zaatar,,,,,,,,,,,,,arab,,,,,,,,,,,,,,,,,+1-905-848-6996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,زيت و زعت,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6172474,43.5813727,699619603,restaurant,Tazah Taste,,3041,,,,,,,,,,,,,,,,,,,,Mississauga,,,,,,,,+1-905-803-8080,,yes,,,,Hurontario Street,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6160741,43.58115,732809326,restaurant,Dosa Corner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6159535,43.5812436,732809342,restaurant,Phở Đô Thị,,9056159696,,,,,,,,,,,vietnamese,,,,,,,,,Mississauga,,,,,,,,,,,,,,Dundas Street East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6174827,43.5815785,699619573,restaurant,Charlie's Caribbean Cuisine,,3055,,,,,,,,,,,caribbean,,,,,,,,,Mississauga,,,,,,,,+1-905-949-0663,,,,,,Hurontario Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6149948,43.581913,891945123,restaurant,Wow! - 천하일,,,,,,,,,,,,,korean,,,,,,,,,,,,,,,,,,,,,,,,,,,Wow!,,,,,,,,,,,,,,천하일,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5861975,43.5817906,3419826678,restaurant,Mama Rosa Resturant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+1-905-272-0194,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5911564,43.5931206,3903897402,restaurant,R Corner Diner,,,,,,,,,,,,http://rcornerdiner.com,,,,,,,,,,,,,,,,,,+1-905-268-0787,,yes,,,,,,,,,,,,,,,,19,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5842959,43.5514499,3992737777,restaurant,Breakwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stavebank Road South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5849341,43.5524978,1818454094,restaurant,Indian Cuisine By The Lake,,,,,,,,,,,,indiancuisinebythelake.com,indian,,,,,,,,,,,,,,,,,+1-905-891-3333,,,,,,Lakeshore Road East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5845907,43.5523373,1852381069,restaurant,Door FiftyFive,,55,,,,,,,,,,http://www.doorfiftyfive.com/,,,,,,,,,,Mississauga,,,,,,,,,,,,,,Lakeshore Road East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5843671,43.5525509,1853670921,restaurant,Shore Grill & Grotto,,71,,,,,,,,,,https://www.shoregrillandgrotto.ca/,,,,,,,,,,Mississauga,,L5G 1C9,,,,,,,,,,,,Lakeshore Road East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5840495,43.5528437,1818454092,restaurant,Fired Up!,,89,,,,,,,,,,http://www.firedupbbq.com/,barbecue,,,,,,,,,,,,,,,,,+1-905-990-3473,,,,,,Lakeshore Road East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5840322,43.5533693,2111375364,restaurant,Raw Aura,,,,,,,,,,,,https://www.raw-aura.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5839462,43.5534659,2013944263,restaurant,Nomads Restobar,,,,,,,,,,,,https://www.nomadsrestobar.com/,,,,,,,,,,,,,,yes,,,,+1-905-990-2348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5837647,43.5536094,3331313345,restaurant,The Works,,,,,,,,,,,,,burger,,,,,,,,,,,,,,,,,+1-905-271-6668,,,,,,,,,,,,The Works Gourmet Burger Bistro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5832633,43.5535331,1818454147,restaurant,Roc'n Doc's,,105,,,,,,,,,,http://www.rocndocs.com/,,,,,,,,,,Mississauga,,,,yes,,,,+1-905-891-1754,,,,,,Lakeshore Road East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5817952,43.5548625,1852381086,restaurant,The Port House Social Bar & Kitchen,,139,,,,,,,,,,,,,,,,,,,,Mississauga,,,,,,,,,,,,,,Lakeshore Road East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5802573,43.5572437,1818454177,restaurant,Wingporium,,,,,,,,,,,,https://wingporium.ca/,wings,,,,,,,,,,,,,,,,,+1-905-990-4300,,,,,,Lakeshore Road East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5784646,43.5578244,1818454175,restaurant,Thai Signature Restaurant,,203,,,,,,,,,,http://www.thaisignature.ca/,thai,,,,,,,,,Mississauga,,,,,,,,+1-905-278-7889,,,,,,Lakeshore Road East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.577387,43.5590839,1818454093,restaurant,Saucy Bar & Kitchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5764977,43.5599129,2158526649,restaurant,Thai House Cuisine 2,,261,,,,,,,,,,http://thaihousecuisine.com/,,,,,,,,,,Mississauga,,,,,,,,+1-905-990-6888,,,,,,Lakeshore Road East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5760739,43.5603231,2158526653,restaurant,Dodai Sushi,,277,,,,,,,,,,www.dodaisushi.com,,,,,,,,,,Mississauga,,,,,,,,,,,,,,Lakeshore Road East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5760869,43.5607999,1853670917,restaurant,Colossus Greek Taverna,,280,,,,,,,,,,http://www.colossusgreektaverna.com,greek,,,,,,,,,Mississauga,,L5G 1H2,,,,,,+1-905-271-2853,,,,,,Lakeshore Road East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5760079,43.5608647,1853670954,restaurant,Aielli Ristorante,,286,,,,,,,,,,http://www.aielli.com/,italian,,,,,,,,,Mississauga,,,,,,,,+1-905-278-2183,,,,,,Lakeshore Road East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5753846,43.5609693,2158529462,restaurant,Country Fish & Chips,,293,,,,,,,,,,https://www.countryfishandchips.com/,,,,,,,,,,Mississauga,,,,,,,,+1-905-278-8201,,yes,,,,Lakeshore Road East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5739893,43.5631552,1853670909,restaurant,Thyme Ristorante,,347,,,,,,,,,,,,,,,,,,,,Mississauga,,,,,,,,,,,,,,Lakeshore Road East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5721376,43.5633087,2111375373,restaurant,Szechuan Cuisine II,,380,,,,,,,,,,http://szechuancuisineii.com/,chinese,,,,,,,,,Mississauga,,L5G 4S6,,,"Tu closed; We-Su 11:30-21:30",,,+1-905-278-0088,,,,,,Lakeshore Road East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5719126,43.5635204,1852344007,restaurant,Bobby's Hideaway,,398,,,,,,,,,,,,,,,,,,,,Mississauga,,,,,"Su-Th 07:00-21:00; Fr-Sa 07:00-22:00",,,+1-905-278-3688,,yes,,,,Lakeshore Road East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5710088,43.5657275,4409956878,restaurant,Sunset Grill,Sunset Grill,,,,,,,,,,,,american,Q62112489,en:Sunset Grill (Canadian restaurant chain),,,,,,,,,,,,,,,+1-905-990-0815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5675079,43.5683625,1863209246,restaurant,Osmow's,,600,,,,,,,,,,https://mrosmow.com/,,,,,,,,,,Mississauga,,L5G 1J4,,,,,,,,,,,,Lakeshore Road East,,ON,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5658167,43.5699463,1853670936,restaurant,Wild Wing,Wild Wing,714,,,,,,,,,,,chicken,Q8000869,en:Wild Wing Restaurants,,,,,,,Mississauga,,,,,,,,,,,,,,Lakeshore Road East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.565578,43.5707402,2012884475,restaurant,The Golden Pheasant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/The-Golden-Pheasant-270662396323906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5579239,43.5646499,4983401550,restaurant,Port Credit Yacht Club,,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lakefront Promenade,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5634333,43.5730605,2158450678,restaurant,TJ Grill,,,,,,,,,,,,https://tjgrill.ca/,,,,,,,,,,,,,,,,,,+1-905-891-9997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5607417,43.5754875,2158443538,restaurant,P & J's Hamburgers,,943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,Lakeshore Road East,,,,,https://www.facebook.com/PJHamburgers,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5510228,43.5848359,1861907223,restaurant,Lotus Island Vietnamese Eatery,,,,,,,,,,,,,vietnamese,,,,,,,,,,,,,,,,,+1-905-990-3689,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5400035,43.5928049,1885286986,restaurant,Buster's Kitchen and Bar,,3747,,,,,,,,,,http://www.bustersfishhouse.ca/,seafood,,,,,,,,,Etobicoke,,M8W 1P9,,,"Mo off; Tu 15:00-21:00; We-Th 11:00-21:00; Fr-Sa 11:00-22:00; Su 11:00-21:00",,,+1-416-251-7777,,yes,,,,Lake Shore Boulevard West,,,,,,Beyond Fish & Chips,,,,,,,,,,,,,,,,,,Buster's Fish House,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5377312,43.5933221,1885286964,restaurant,Pulcinella Ristorante Italiano,,3687,,,,,,,,,,www.pulcinellatoronto.com,italian,,,,,,,,,Etobicoke,,,,,,,,,,,,,,Lake Shore Boulevard West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-80.062995,43.7694359,2495284336,restaurant,Bistro Riviere,,82,,,,,,,,,,http://www.bistroriviere.com,regional,,,,,,,,,Erin,,N0B 1T0,"big patio, live music on summer weekends",,Tu-Su 12:00+,,,+1-519-833-1121,,,,,,Main Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-80.0626014,43.7694717,4450625800,restaurant,South 88,,77,,,,,,,,,,http://www.south88.ca,"vietnamese;thai",,,,,,,,,Erin,,,,,,,,+1-519-833-9288,,,,,,Main Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.9257459,43.6490927,4352737690,restaurant,Imai Japanese Cuisine,,,,,,,,,,,,,japanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.9255514,43.6492441,4352737691,restaurant,Latitude Food & Drink,,99,,,,,,,,,,http://www.latitudefoodanddrink.ca/,,,,,,,,,,,,,,,,,,+1-905-702-9855,,,,,,Main Street North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.9264081,43.6495321,1616739744,restaurant,Georgetown Thai Cuisine,,76,,,,,,,,,,,thai,,,,,,,,,,,,,,,,,,,,,,,Main Street North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.9263578,43.6499472,1616739773,restaurant,House of Budda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.9253875,43.6491426,420787711,restaurant,Yong's Chinese Restaurant,,,,,,,,,,,,,chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.9150168,43.650585,6535783982,restaurant,Choy's Chinese Restaurant,,,,,,,,,,,,,chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.9124949,43.6503996,6535783962,restaurant,Broadway Fish & Chips,,,,,,,,,,,,,fish_and_chips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.9114367,43.6503792,6535783953,restaurant,Hungry Hollow,,,,,,,,,,,,,barbecue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.9039791,43.6498379,420555915,restaurant,Angels Family Diner and Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.9021315,43.6496141,1840737410,restaurant,Ares Family Restaurant,,232,,,,,,,,,,,greek,,,,,,,,,,,L7G 4B1,,,,,,,,,,,,Guelph Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.903065,43.6508054,7403256159,restaurant,Osmow's,,5,,,,,,,,,,,,,,,,,,,,Georgetown,,L7G 4T3,,,,,,,,,,,,Mountainview Road North,,ON,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.8963594,43.6504178,4280405259,restaurant,Symposium Cafe Restaurant & Lounge,,235,,,,,,,,,,https://symposiumcafe.com/locations/georgetown-restaurants,"regional;burger;coffee_shop;sandwich;chicken;american;international;seafood",,,,,,yes,yes,140,Georgetown,yes,L7G 4A8,"BREAKFAST, BRUNCH, BURGERS, DESSERTS & MORE",yes,"Su-Th 08:00-24:00, Fr-Sa 08:00-01:00",yes,no,+1-905-877-2222,yes,yes,no,yes,symposium.georgetown@symposiumcafe.com,Guelph Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.9023709,43.6677736,6901352186,restaurant,Inn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.8905987,43.6491245,2303134597,restaurant,Swiss Chalet,Swiss Chalet,,,,,,,,,,,,chicken,Q2372909,en:Swiss Chalet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.8871608,43.6498554,1616739697,restaurant,Boston Pizza,Boston Pizza,,,,,,,,,,,,pizza,Q894578,en:Boston Pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.8170679,43.6581001,4648505824,restaurant,Sunset Grill,Sunset Grill,,,,,,,,,,,,american,Q62112489,en:Sunset Grill (Canadian restaurant chain),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.8170318,43.658326,4002007390,restaurant,Grillin Flavours,,,,,,,,,,,,http://rockybansal.wix.com/grillinflavours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/grillinflavours/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.8134384,43.6599519,4006774594,restaurant,Patiala House The Indian Kitchen,,,,,,,,,,,,http://www.patialahouseinfo.ca/,indian,,,,,,,,,,,,,,,,,+1-905-451-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.8223436,43.6756618,7141388471,restaurant,Green Lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.8208159,43.6730108,2753054185,restaurant,Lily Thai Cuisine,,,,,,,,,,,,,thai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.8057686,43.6753996,4004214041,restaurant,Ariana Halal Meat & Kabob House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.8049417,43.681475,3303286932,restaurant,India Curry House,,,,,,,,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
