X,Y,osm_id,amenity,addr:housenumber,name,brand,operator,shop,addr:housename,layer,sport,historic,building,website,cuisine,payment:mastercard,payment:american_express,capacity,addr:city,payment:cash,addr:postcode,description,outdoor_seating,opening_hours,payment:visa,delivery,phone,payment:debit_cards,takeaway,smoking,payment:credit_cards,email,addr:street,brand:wikidata,brand:wikipedia,llbo,addr:province,addr:country,contact:facebook,wheelchair:description,wheelchair,microbrewery,diet:vegan,diet:gluten_free,addr:unit,name:en,internet_access,diet:halal,Payments,year,name:ko,level,alt_name,internet_access:fee,drink,indoor_seating,name_1,catering,old_name,cuisine_1,cuisine_2,hst_number,payment:interac,payment:discover_card,facebook,name:ru,air_conditioning,diet,diet:vegetarian,addr:hamlet,short_name,dine_in,opendata:type,official_name,type,toilets:wheelchair,payment:bitcoin,diet:pescetarian,diet:meat,bar,stars,reservation,unit,addr:building,source_1,drive_through,gst_number,capacity:indoors,capacity:outdoors,not:name,addr:place,owner,stars:system,name:vi,stars:date,payment:coins,payment:coinkite,name:fr,url,fax,opening_hours:url,entrance,est_date,name:zh,max_occupancy,addr:subdistrict,toilets,toilets:access,wikipedia,wikidata,atm,vacant,floor,brewery,building:levels,wikipedia:en,start_date,store_ref,opening_hours:delivery,parking,store_name,opening_hours:signed,seating,barbecue,halal,int_name,designation,contact:yellowpages,payment:notes,contact:yelp,nudism
-79.4727393,43.6734117,2780593070,restaurant,30,Victory's Kitchen,,,,,,,,,,,,,,Toronto,,,,,,,,,,,,,,Gunns Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4731108,43.6784552,6175387977,restaurant,325,Lucky Dragon Pearl,,,,,,,,,,chinese,,,50,Toronto,,M6N 4Z9,,,"Mo-Th 12:00-22:00; Fr-Sa 12:00-23:00; Su 14:30-22:00",,yes,+1-416-243-0630,,yes,,,,Weston Road,,,,,,,,,,,,10B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4614313,43.6741151,6385529788,restaurant,1772,Banh Cuon Pho Ga,,,,,,,,,https://www.banhcuonphoga.com/,,,,,,,,,,Mo-Su 10:00-22:00,,,+1-416-651-3771,,,,,,St. Clair Avenue West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4613684,43.6741582,6386823083,restaurant,1768,Pho Xua,,,,,,,,,https://phoxua.ca/,,,,,,,,,,"Mo-Th,Su 11:30-22:00; Fr,Sa 11:30-23:00",,,+1-416-519-9979,,,,,,St Claire Avenue W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4601712,43.6739848,6166939829,restaurant,1745,King's Delight,,,,,,,,,,jamaican,,,,Toronto,,,,,,,,,,yes,,,,St. Clair Avenue West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4592994,43.6745261,6166939828,restaurant,1702,Sabor Brazil,,,,,,,,,,brazilian,,,,Toronto,,,,,,,,,,,,,,St. Clair Avenue West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6000693,43.720639,7403206859,restaurant,500,Osmow's,,,,,,,,,,,,,,Etobicoke,,M9W 6K5,,,,,,,,,,,,Rexdale Boulevard,,,,ON,CA,,,,,,,M017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5994343,43.7206414,6554431766,restaurant,500,Maggiano's,,,,,,,,,,italian,,,,,,,,,,,,,,,,,,Rexdale Boulevard,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.584508,43.689206,5053656981,restaurant,25,Jack Astor's,Jack Astor's,,,,,,,,http://jackastors.com/,american,,,,Toronto,,,,,"Su-We 11:00-01:00; Th-Sa 11:00-02:00",,,+1-416-213-1688,,,,,,Carlson Court,Q6111066,en:Jack Astor's Bar and Grill,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5711313,43.718908,5813870319,restaurant,2140,Willy's Jerk,,,,,,,,,,"caribbean;pork",,,,Etobicoke,,M9W 4K5,,no,,,,,,,,,,Kipling Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5710558,43.7189274,5813870318,restaurant,2140,Gustoso Panini,,,,,,,,,,"portuguese;italian;chicken",,,,Etobicoke,,M9W 4K5,,,,,,+1-416-748-4800,,yes,,,,Kipling Avenue,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5692801,43.7194654,2078234554,restaurant,2141,Starving Artist,,,,Mandarin House,,,,,http://www.starvingartistbar.com/,waffle,,,,Etobicoke,yes,M9W 4K8,,no,Mo-Su 09:00-18:00,,,+1-647-350-8240,no,,,no,info@starvingartistbar.com,Kipling Avenue,,,,,,,,,,,,10A,,wlan,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5603623,43.7135909,3824082870,restaurant,54,Solarium,,,,,,,,,,"american;burger;fish_and_chips",,,50,Etobicoke,,M9W 1N7,,yes,Mo-Su 07:00-02:00,,no,,,yes,outside,,,Rexdale Boulevard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6086972,43.7288643,4966971104,restaurant,205,The Humber Room,,Humber Institute of Technology and Advanced Learning,,,,,,,http://www.thehumberroom.ca/,,,,,Etobicoke,,M9W 5L7,,no,"Mo 11:30-13:30; Tu-Fr 11:30-13:00",,no,+1-416-675-5012,,no,no,,,Humber College Boulevard,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6055443,43.7341177,5917075382,restaurant,6640,Osmow's,,,,,,,,,,,,,,Etobicoke,,M9W 0B3,,,,,,,,,,,,Finch Avenue West,,,,ON,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5881949,43.733088,5917075348,restaurant,1701,Blue Sky Restaurant and Bar,,,,,,,,,,"caribbean;canadian;burger",,,50,Etobicoke,,M9V 4N4,,no,Mo-Su 11:00-21:00,,no,,,yes,,,,Martin Grove Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5897885,43.7425466,6334287537,restaurant,6210,876 Jamrock Restaurant,,,,,,,,,,caribbean,,,,,,,,,,,,,,,,,,Finch Avenue West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.599997,43.75183,6334432782,restaurant,2200,Red Kaoliang,,,,,,,,,,chinese,,,,,,,,,,,,,,,,,,Martin Grove Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5637178,43.7361101,5709533045,restaurant,979,Roti Roti Family Restaurant,,,,,,,,,,,,,,Etobicoke,,M9V 1A6,,,,,,+1-416-745-9208,,,,,,Albion Road,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.563337,43.7359364,5709581221,restaurant,967,Shawarma Royal,,,,,,,,,,,,,,Etobicoke,,M9V 1A6,,,,,,+1-647-430-3588,,,,,,Albion Road,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5838486,43.7419646,6334199723,restaurant,1530,Caribbean Heat 2,,,,,,,,,,"chinese;caribbean",,,,,,,,,,,,,,,,,,Albion Road,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.567333,43.737942,5709076021,restaurant,1152,Indar's Roti & Doubles,,,,,,,,,,,,,,Etobicoke,,M9V 1A8,,,,,,+1-416-745-0009,,,,,,Albion Road,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5672632,43.7379303,5706096825,restaurant,1150,Dosa Darbar,,,,,,,,,,,,,,Etobicoke,,M9V 1A8,,,,,,+1-416-740-9009,,,,,,Albion Road,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5664664,43.7371103,5709171821,restaurant,1123,Madras Dosa,,,,,,,,,,,,,,Etobicoke,,M9V 4J7,,,,,,+1-416-677-3672,,,,,,Albion Road,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5675301,43.7379827,5709578123,restaurant,1158,Rita's Kitchen,,,,,,,,,,,,,,Etobicoke,,M9V 1A8,,,,,,+1-416-798-4115,,,,,,Albion Road,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5661523,43.7380142,5709082221,restaurant,2642,Karahi Point,,,,,,,,,,indian,,,,Etobicoke,,M9V 2X5,,,,,,+1-416-746-6555,,,,,,Islington Avenue,,,,ON,CA,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5661756,43.7380828,5706021524,restaurant,2646,Brar's Restaurant,,,,,,,,,,,,,,Etobicoke,,M9V 2X5,,,,,,+1-416-745-4449,,,,,,Islington Avenue,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5662003,43.7381756,5706095024,restaurant,2648,Asia Garden Restaurant,,,,,,,,,,,,,,Etobicoke,,M9V 2X5,,,,,,+1-416-749-8333,,,,,,Islington Avenue,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5662318,43.7382757,5709266124,restaurant,2652,Pakwan,,,,,,,,,,,,,,Etobicoke,,M9V 2X5,,,,,,,,,,,,Islington Avenue,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5663115,43.7384047,5709497928,restaurant,2658,Rajdhani Sweets & Restaurant,,,,,,,,,,,,,,Etobicoke,,M9V 2X5,,,,,,+1-416-748-7108,,,,,,Islington Avenue,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5654702,43.7385239,5706024224,restaurant,2651,Bangali Sweets & Restaurant,,,,,,,,,,,,,,Etobicoke,,M9V 2X6,,,,,,+1-416-746-9393,,,,,,Islington Avenue,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5656188,43.7388577,5709168722,restaurant,2663,Amanecer Salvadoreño Restaurant,,,,,,,,,,,,,,Etobicoke,,M9V 1L2,,,,,,+1-416-745-1793,,,,,,Islington Avenue,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5600625,43.7345018,5706111821,restaurant,849,Afro Continental Restaurant Bar & Grill,,,,,,,,,,,,,,Etobicoke,,M9V 1A3,,,,,,+1-416-519-6740,,,,,,Albion Road,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5599983,43.7344724,5709207823,restaurant,847,Lemongrass Thai Restaurant,,,,,,,,,,,,,,Etobicoke,,M9V 1A3,,,,,,+1-416-744-1368,,,,,,Albion Road,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5595228,43.7342503,5706122121,restaurant,827,Farida's halal roti pastries,,,,,,,,,,,,,,Etobicoke,,M9V 1H2,,,,,,+1-416-551-3076,,,,,,Albion Road,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5588086,43.7351292,5709137824,restaurant,900,King of Babylon Inc,,,,,,,,,,,,,,Etobicoke,,M9V 1A5,,,,,,+1-416-746-6637,,,,,,Albion Road,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5591466,43.7353405,5706096255,restaurant,900,Golden Joy Restaurant,,,,,,,,,,,,,,Etobicoke,,M9V 1A5,,,,,,+1-416-742-8838,,,,,,Albion Road,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5322689,43.6921045,6307475011,restaurant,1500,Joyous Thai Phaze 2,,,,,,,,,,thai,,,,,,,,,,,,,,,,,,Royal York Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5136312,43.6993794,6341397556,restaurant,1823,Celebrity Chef,,,,,,,,,,caribbean,,,,,,,,,,,,,,,,,,Weston Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5126497,43.6987072,6341397571,restaurant,1788,SSS Jamaican Restaurant,,,,,,,,,,jamaican,,,,,,,,,,,,,,,,,,Weston Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5134626,43.6990194,6341397560,restaurant,1812,Made's Kitchen,,,,,,,,,,african,,,,,,,,,,,,,,,,,,Weston Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5131795,43.6989055,6341397563,restaurant,1804,Wiff Restaurant,,,,,,,,,,"african;italian",,,,,,,,,,,,,,,,,,Weston Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5115139,43.6982643,6341447880,restaurant,1754,Living Well,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weston Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5041655,43.7032821,4245244794,restaurant,1692B,Comal Y Canela,,,,,,,,,http://comalycanela.com,mexican,,,15,,,M9N 2S4,,no,,,yes,,,yes,,,,Jane Street,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4873546,43.6860214,6348220116,restaurant,1085,The Nutmeg Spot,,,,,,,,,,caribbean,,,,,,,,,,,,,,,,,,Weston Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4959566,43.6893804,6342131194,restaurant,1297,African Player Restaurant,,,,,,,,,,african,,,,,,,,,,,,,,,,,,Weston Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4812692,43.6836664,6348392717,restaurant,925,Id Love Restaurant & Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weston Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4853171,43.685073,6348250439,restaurant,1019,Dragon House Chinese Food,,,,,,,,,,chinese,,,,,,,,,,,,,,,,,,Weston Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4843928,43.6847779,6348259527,restaurant,995,Beiramar,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weston Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4734469,43.6816678,7403736444,restaurant,605,Osmow’s,,,,,,,,,,,,,,Toronto,,M6M 1B9,,,,,,,,,,,,Rogers Road,,,,ON,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4562917,43.7171415,4131859617,restaurant,3140,Swiss Chalet,Swiss Chalet,,,,,,,,,chicken,,,,North York,,M6A 2T1,,,"Mo-Sa 11:00-22:00; Su 11:00-21:30",,,+1-416-789-5445,,,,,,Dufferin Street,Q2372909,en:Swiss Chalet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4561739,43.7185528,4467447289,restaurant,3200,Krystos Modern Greek Cuisine,,,,,,,,,http://krystos.ca,greek,,,,Toronto,,M6A 3B2,,,"We,Th,Su,Mo 11:30-21:00; Tu 11:30-22:00; Fr 11:30-23:00; Sa 12:00-23:00",,,+1-416-901-8283,,,,,,Dufferin Street,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4550731,43.7173502,6548329629,restaurant,3157,Mirra's Place,,,,,,,,,,italian,,,,,,,,,,,,,,,,,,Dufferin Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4553873,43.7185968,6548329624,restaurant,3203,Lucky Dragon,,,,,,,,,,chinese,,,,,,,,,,,,,,,,,,Dufferin Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.5368182,43.7526249,6348675993,restaurant,2201,Karahi Point,,,,,,,,,,indian,,,,Toronto,,M9M 2Y9,,,,,,,,,,,,Finch Avenue West,,,,ON,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4880289,43.7539282,3315697912,restaurant,3685,Slam Grill Restaurant & Bar,,,,,,,,,,grill,,,,North York,,M3J 3H6,,,"Mo-Fr 10:00-19:00; Sa-Su 09:00-18:00",,,,,,,,,Keele Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4895445,43.7608538,7335596396,restaurant,3889,Willy's Jerk,,,,,,,,,,,,,,North York,,M3J 1N6,,,,,,,,,,,,Keele Street,,,,ON,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4895877,43.7609128,7212424150,restaurant,3893,Tender Shawarma & Grill Restaurant,,,,,,,,,,,,,,North York,,M3J 1N6,,,,,,,,,,,,Keele Street,,,,ON,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4899477,43.7646999,7373498837,restaurant,1300,Panchita’s Kitchen and Bakery,,,,,,,,,,,,,,North York,,M3J 3K2,,,,,,,,,,,,Finch Avenue West,,,,ON,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4654266,43.7597548,7194172782,restaurant,1123,Sunset Grill,Sunset Grill,,,,,,,,,american,,,,North York,,M3J 0G9,,,,,,,,,,,,Lodestar Road,Q62112489,en:Sunset Grill (Canadian restaurant chain),,ON,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.475,43.767703,7204232221,restaurant,1118,Pita Ikram,,,,,,,,,,,,,,Toronto,,M3J 3J4,,,,,,,,,,,,Finch Avenue West,,,,ON,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4743447,43.7688859,7192048820,restaurant,1110,Taj Restaurant,,,,,,,,,,,,,,North York,,M3J 2T2,,,,,,,,,,,,Finch Avenue West,,,,ON,CA,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4718736,43.7683745,7352641016,restaurant,1048,Don Franchesko,,,,,,,,,,pizza,,,,North York,,M3J 2P7,,,,,,,,,,,,Finch Avenue West,,,,ON,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7170064,43.8630085,7235526738,restaurant,12788,Osmow's,,,,,,,,,,,,,,Bolton,,L7E 4G1,,,,,,,,,,,,Highway 50,,,,ON,CA,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7215212,43.8687846,4423692623,restaurant,1,Wah-Wi Chinese Restaurant,,,,,,,,,,chinese,,,,,,,,,,,yes,+1-905-857-8388,,yes,,,,Queensgate Boulevard,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7219195,43.8695972,4423692611,restaurant,1,Casamici Trattoria,,,,,,,,,http://www.casamini.com/,,,,,,,,,,,,,+1-905-951-8325,,,,,,Queensgate Boulevard,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.738837,43.8803486,4313757127,restaurant,31,Cielo,,,,,,,,,http://cielorestaurant.ca/,italian,,,,Bolton,,L7E 1C1,,yes,,,,+1-905-857-3444,,,,,,Queen Street North,,,,,,,,no,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7397231,43.8808403,3878765486,restaurant,65,Riverside Grill,,,,,,,,,,fish_and_chips,,,,Town of Caledon (Bolton),,,,no,"Mo-Th 10:00-20:00; Fr-Sa 08:00-20:30; Su 10:00-14:30",,,+1-905-857-3209,,yes,,,,Queen Street North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
