X,Y,osm_id,shop,addr:housenumber,name,brand,operator,amenity,addr:housename,opening_hours,addr:city,addr:street,phone,name:en,addr:postcode,website,brand:wikidata,addr:unit,addr:province,level,owner,email,description,atm,payment:mastercard,payment:cash,payment:visa,opendata:type,washroom,brand:wikipedia,atm:operator,wheelchair,old_name,payment:debit_cards,payment:credit_cards,wheelchair:description,toilets:wheelchair,unit,lotto,lottery,drink:club-mate:note,drink:club-mate,hst_number,payment:interac,store_ref,fuel:diesel,payment:american_express,gst_number,payment:coins,alt_name,retail
-79.4406324,43.6399185,6493338035,convenience,1578,Lee's Variety,,,,,,,Queen Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4393803,43.6401636,6493338043,convenience,1534,Bernard's Pilipino Specialties,,,,,,,Queen Street West,+1-416-534-3640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4383095,43.6403782,6482625781,convenience,1506,Mandala,,,,,,Toronto,Queen Street West,+1-647-352-1234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4370233,43.640373,4435701086,convenience,1431,Queen Supermarket,,,,,,Toronto,Queen Street West,+1-416-534-0077,,M6K 1M3,https://www.queensupermarket.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4316606,43.638211,992146083,convenience,1316 1/2,Okay Convenience,,,,,,Toronto,King Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
-79.4314548,43.6417629,6481876644,convenience,1326,Lynn's Convenience,,,,,,Toronto,Queen Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4499597,43.649111,530778589,convenience,329,Master Supermarket,,,,,,Toronto,Roncesvalles Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4512437,43.6515743,251246374,convenience,410,White Corner Variety,,,,,,Toronto,Roncesvalles Avenue,+1-416-530-4583,,M6R 2N2,,,,,,,,,,,,,,,,,yes,,,,StopGap ramp,,,,,,,,,,,,,,,
-79.4518574,43.6533995,253718699,convenience,484,Green Field,,,,,,Toronto,Roncesvalles Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4499171,43.6526538,6382389309,convenience,2145,Lambert's Pump,,,,,,Toronto,Dundas Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4488161,43.657201,252170655,convenience,1452,3 Jit Variety,,,,,,Toronto,Bloor Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4479374,43.657371,5856826841,convenience,1422,Bloor Mini Mart,,,,,,Toronto,Bloor Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4431599,43.6583935,6341567838,convenience,1318,Harar Grocery,,,,,,Toronto,Bloor Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4425756,43.6585109,3435195517,convenience,1310,Hasty Market,,,,,,Toronto,Bloor Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,
-79.439423,43.6510787,1245048192,convenience,1269,S Market,,,,,24/7,Toronto,College Street,,,M6H 1C5,,,3,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4338009,43.6496835,2781439872,convenience,1555,Kevin's Convenience,,,,,,Toronto,Dundas Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4409618,43.6588893,5022507104,convenience,1264,TL Discount Store,,,,,,Toronto,Bloor Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4397696,43.6588583,6345455877,convenience,1205,Supermart Convenience,,,,,,Toronto,Bloor Street West,+1-416-531-3771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4389194,43.6588985,6363749801,convenience,611,Gangladesh Corner Variety,,,,,,Toronto,Brock Avenue,+1-416-537-2661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.438549,43.6593525,2286832900,convenience,1210,Five Star Variety,,,,,,Toronto,Bloor Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.438657,43.6595759,6258670123,convenience,615,Saponeti,,,,,,Toronto,Brock Avenue,+1-647-344-1875,,,https://www.saponetti.ca/,,C,,,,,Refill store for cleaning products,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4306816,43.6381367,6184565121,convenience,1265,King's Milk,,,,,,Toronto,King Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4287317,43.6387938,6184565136,convenience,1236,King's Food Market,,,,,,Toronto,King Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4286096,43.6388127,6184565138,convenience,1232,King Mini Mart,,,,,,Toronto,King Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4238567,43.6401487,6097088538,convenience,20,Fuzion Convenience,,,,,"Mo-Sa 07:00-22:00, Su 09:00-22:00",Toronto,Joe Shuster Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.418603,43.6399418,2562080189,convenience,75,Convenience K,,,,,,Toronto,Hanna Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4126227,43.6421748,2353603186,convenience,952,Circle K,Circle K,,,,,Toronto,King Street West,,,M6K 1E4,,Q3268010,,,,,,,,,,,,,en:Circle K,,,On the Run,,,,,,,,,,,,,,,,,,
-79.4185641,43.6443689,6201102946,convenience,998,K & N Supermarket,,,,,,Toronto,Queen Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4178144,43.6445155,6201102949,convenience,974,Hong Phat,,,,,,Toronto,Queen Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4160649,43.6448784,6201102931,convenience,930,Family Mart,,,,,,Toronto,Queen Street West,+1-416-533-9779,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4266697,43.6536779,6376096828,convenience,942,Sunshine,,,,,,,College Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.42223,43.6492594,6240358466,convenience,1193,King's Fruit Supermarket,,,,,,Toronto,Dundas Street West,+1-647-352-1193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4211276,43.6492405,6240358455,convenience,1151,Amigo Convenience,,,,,,Toronto,Dundas Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4224875,43.6545444,6848315607,convenience,830,College Variety Plus,,,,,,,College Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4161561,43.6503618,6304072704,convenience,1014,Super 4 Variety & Grocery,,,,,,Toronto,Dundas Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Last verified November 2018,yes,,,,,,,,,
-79.4128988,43.6507918,4922343568,convenience,919,Discount Mart,,,,,,Toronto,Dundas Street West,+1-416-603-8959,,,,,,,,,,,,,,,,,,,limited,,,,it does have ramp,,,,,,,,,,,,,,,
-79.4114752,43.6513065,4922343574,convenience,878,Dundas Street Supermarket,,,,,"Mo-Fr 07:00-19:00, Sa 07:00-18:00, Su 07:00-14:00",Toronto,Dundas Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4136193,43.6553928,5431847321,convenience,590,Splish Splash,,,,,,Toronto,College Street,+1-416-532-6499,,,,,,,,,,"Convenience store, laundry, dry cleaning",,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4347961,43.6601055,6371102737,convenience,1110,ABC Convenient,,,,,,Toronto,Bloor Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4330688,43.6604737,6340850225,convenience,1064,Luck Discount Variety,,,,,,Toronto,Bloor Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4315622,43.6673212,67972693,convenience,138,77 Food Market,,,,,,,Hallam Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4294704,43.6609732,67972439,convenience,983,Bloor Mini Mart,,,,,,Toronto,Bloor Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4303081,43.6610893,6340806333,convenience,1000,21 Seven Market,,,,,,Toronto,Bloor Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4298546,43.6622892,67972738,convenience,782,John's Variety,,,,,,Toronto,Dovercourt Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4279504,43.6613171,67972418,convenience,949,Stop 'N Shop,,,,,Mo-Su 09:00-23:00,Toronto,Bloor Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4272786,43.6614784,4818159685,convenience,927,Double Double Convenience,,,,,,Toronto,Bloor Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4253883,43.6621822,6340696125,convenience,884,Ossington Minimart,,,,,,Toronto,Bloor Street West,+1-416-537-4134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4233511,43.6623617,6343511094,convenience,839,A L Mini Mart,,,,,,Toronto,Bloor Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4228804,43.6624645,6343511097,convenience,831,Freta Injera & Variety Store,,,,,,Toronto,Bloor Street West,+1-647-342-5355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4283359,43.668034,4425991583,convenience,972,Foto Grocery,,,,,,,Ossington Avenue,+1-416-537-1664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4183902,43.6639321,575245006,convenience,3,Christie Convenience,,,,,,Toronto,Christie Street,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.414365,43.6604689,579254437,convenience,533,OJJJ's Variety,,,,,,Toronto,Harbord Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4194288,43.6665134,67344925,convenience,151,My 151 Convenience,,,,,,,Barton Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4096593,43.6653143,339423490,convenience,535,Annex Mart,,,,,,Toronto,Bloor Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4133745,43.670183,2065409164,convenience,990,Steven's Grocery,,,,,,Toronto,Bathurst Street,,,M5R 3G6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4255077,43.6815653,5473925721,convenience,685,St Clair Convenience,,,,,,Toronto,St. Clair Avenue West,,,M6C 1A7,,,,,,,,,,,,,,,,,yes,,,,StopGap ramp,,,,,,,,,,,,,,,
-79.4172258,43.6799588,2535397427,convenience,1364,Green Farms,,,,,,Toronto,Bathurst Street,+1-416-532-6622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4114419,43.6766648,2846395161,convenience,603,Lucky Mini Mart,,,,,,Toronto,Davenport Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4068663,43.6429243,6386975375,convenience,795,QQ Store,,,,,,Toronto,King Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4047956,43.6469265,6358218801,convenience,675,Abby's Convenience and Wireless Club,,,,,,,Queen Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4044402,43.6472351,6358218805,convenience,596,Super Queen's Market,,,,,,,Queen Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4032587,43.6436755,5225571351,convenience,677,Busy Bee King Mart,,,,,24/7,Toronto,King Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,
-79.3996511,43.6443951,3587014127,convenience,581,John's Mart,,,,,,Toronto,King Street West,,,M5V 1M1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4007722,43.6479679,1193714298,convenience,886,Brothers Convenience,,,,,,,Queen Street West,,,,,,,,,,,,,,,,,,,,yes,,,,Very narrow isles inside,,,,,,,,,,,,,,,
-79.3983027,43.6484671,6419914086,convenience,430,Winton's Grocery,,,,,,,Queen Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3902507,43.6384669,3477659573,convenience,390,Queen's Quay Convenience,,,,,,Toronto,Queens Quay West,,,M5V 3A6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3920708,43.6404321,1272837800,convenience,,Tuck Shop,,,,Mariner Terrace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3913725,43.6431912,5202545053,convenience,361,,,,,,,Toronto,Front Street West,+1-416-205-9600,,,http://www.rabba.com/,,,,,,rabbaitems@rabba.com,,,,,,,,,,,,,,,,,,,,,R875912164,,,,,,,,
-79.3895732,43.6453229,368385378,convenience,224,International News,,,,,,,Wellington Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
-79.4080015,43.6520364,6808438773,convenience,788,Dundas Grocery,,,,,,,Dundas Street West,+1-416-902-9818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4070366,43.6522344,5720736721,convenience,764,E Zhan Bubble Tea Internet Café,,,,,,Toronto,Dundas Street West,+1-647-430-5987,,M6J 1T8,,,,,,,,,,,,,,,,,no,,,,,no,,,,,,,,,,,,,,
-79.4001868,43.6500529,5771988071,convenience,65,Alexandra Tuck Shop,,,,,,,Augusta Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3997958,43.6581229,152659340,convenience,260,7-Eleven,7-Eleven,,,,,Toronto,College Street,,,,https://www.7-eleven.com/,Q259340,,,,,,,,,,,,,en:7-Eleven,,no,,,,,,,,,,,,,,,,,,,
-79.3913182,43.6499621,513952391,convenience,252,Gardenview Convenience,,,,,24/7,Toronto,Queen Street West,+1-416-593-2560,,,,,,,,,,,yes,,,,,,,RBC,,,,,,,,,,,,,,,,,,,,
-79.3887926,43.6504791,6074566918,convenience,198,Express To Go Convenience,,,,,24/7,,Queen Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3910647,43.6538696,524137937,convenience,109,Grange Green Farms,,,,,,Toronto,McCaul Street,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.38939,43.6547501,575209694,convenience,250,International News,,,,,,Toronto,Dundas Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3832331,43.6423835,491912595,convenience,129,Hasty Market,Hasty Market,,,,,Toronto,Bremner Boulevard,,,,http://www.hastymarketcorp.com/,Q58022603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3769647,43.6432215,3928028047,convenience,14A,HarbourView Convenience,,,,,,Toronto,Harbour Street,,,,,,,,,,,,,,,,,,,,no,,,,,no,,,,,,,,,,,,,,
-79.3745923,43.6421903,2900120001,convenience,1,INS Market,,,,,"Mo-Fr 07:00-18:00; Sa-Su off",Toronto,Yonge Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3728163,43.6486739,380041240,convenience,79,International News,,,,,,Toronto,Front Street East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.386993,43.6491263,2323251362,convenience,126,Rabba Marché,,,,,,Toronto,Simcoe Street,+1-416-977-5463,,,http://www.rabba.com/,,,,,,rabbaitems@rabba.com,,,,,,,,,,,,,,,,,,,,,87591 2164 RT0001,,,,,,,,
-79.3848648,43.6502826,2721213096,convenience,133,Canar Gifts,,,,,,Toronto,Richmond Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3813927,43.6510367,273325240,convenience,372,7-Eleven,7-Eleven,,,,24/7,Toronto,Bay Street,+1-416-203-8350,,M5H 2W9,https://www.7-eleven.com/,Q259340,,,0,,,,,,,,,,en:7-Eleven,,,,,,,,,,,,,,yes,33491,,,,,,
-79.3854842,43.6593948,769480507,convenience,736,Joy Convenience,,,,,"Su 09:00-23:00; Mo-Th 08:30-23:00; Fr 08:30-24:00; Sa 09:00-24:00",Toronto,Bay Street,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3828019,43.6574658,281669981,convenience,23,Elm Basket Food & Variety,,,,,,,Elm Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.374209,43.6491001,281665683,convenience,36,Total Convenience Food Market,,,,,,Toronto,Church Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3711435,43.6493461,380040885,convenience,105,Time Square Convenience,,,,,,Toronto,Front Street East,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,
-79.3729236,43.6525005,412351499,convenience,120,French Quarter Convenience & Grocery,,,,,"Mo-Fr 09:00-22:00; Sa 10:00-22:00; Su 11:00-22:00",Toronto,Lombard Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3724356,43.6529039,270858365,convenience,115,Petro-Canada,Petro-Canada,,fuel,,,Toronto,Jarvis Street,,,,,Q1208279,,,,,,,,,,,115001,,en:Petro-Canada,,,,,,,,,,,,,,,,no,,,,,
-79.3698115,43.649849,3676543711,convenience,129,Market Place,,,,,,Toronto,Front Street East,,,M5A 1E3,,,,,,,,,,,,,,,,,yes,,,,,no,,,,,,,,,,,,,,
-79.3698622,43.6507787,4315311829,convenience,201,New Campus Variety,,,,,,Toronto,King Street East,,,M5A 1J5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3712286,43.6580999,380038285,convenience,236,Sam's Food Store,,,,,24/7,Toronto,Sherbourne Street,+1-416-366-3554,,M5A 1Z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3720065,43.6583945,344478507,convenience,272,Your Pantry,,,,,,Toronto,Dundas Street East,+1-416-962-7896,,M5A 1Z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.401933,43.6635684,305024937,convenience,651,Convenience.com,,,,,,Toronto,Spadina Avenue,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3907475,43.6702632,1197877794,convenience,1240,Bellair Coffee Plus Convenience,,,,,"Mo-Sa 07:00-24:00; Su 09:00-24:00",Toronto,Bay Street,,,,,,,,,,,,yes,no,yes,no,,,,,,,,,,,,,yes,,,,yes,,,no,,,,
-79.4034806,43.6757672,560635922,convenience,150,Circle K,,,,,,Toronto,Dupont Street,,,M5R 2E6,,,,,,,,,,,,,,,,,,On the Run,,,,,,,,,,,yes,,,,,,,
-79.3898449,43.671152,1128460859,convenience,1255,Bay Convenience,,,,,,Toronto,Bay Street,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.390212,43.677812,1288900446,convenience,1086,Roxboro Smoke & Treat,,,,,,Toronto,Yonge Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3862985,43.6613158,769480519,convenience,800,INS Market,,,,,,Toronto,Bay Street,,,,,,,,,,,Sells olg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3822809,43.6600921,1157113979,convenience,421,Convenience Milk,,,,,,Toronto,Yonge Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3828093,43.6612168,1138265899,convenience,1,7-Eleven,7-Eleven,,,,,Toronto,Carlton Street,,,,https://www.7-eleven.com/,Q259340,,,,,,,,,,,,,en:7-Eleven,,no,,,,,no,,,,,,,,,,,,,,
-79.385776,43.664782,595986645,convenience,24,Rabba,,,,,24/7,Toronto,Wellesley Street West,+1-416-922-4451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R105222145,,,
-79.384656,43.6648032,280493840,convenience,568,Ultra Convenience,,,,,,Toronto,Yonge Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,
-79.38004,43.663849,5741810847,convenience,445,Maple Leaf Convenience,,,,,,Toronto,Church Street,+1-416-967-3564,,M4Y 2C5,,,,,,,,,,,,,,,,,no,,,,,no,,,,,,,,,,,,,,
-79.384599,43.6654018,5379553312,convenience,573,Mix40,,,,,,Toronto,Yonge Street,+1-647-748-5655,,M4Y 1Z2,http://mix40.mogroupp.com,,,,,,,,,,yes,,,,,,yes,,yes,,StopGap ramp,,,,,,,,,,,,,,,
-79.3807217,43.6654873,5749636621,convenience,497,Pusateri Fruit,,,,,,Toronto,Church Street,+1-416-923-2043,,M4Y 2C6,http://www.pusateri.ca,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
-79.3786569,43.6659838,849193763,convenience,111,Corner Kitchen,,,,,,Toronto,Wellesley Street East,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3737412,43.6631579,281361608,convenience,166,,,,,,,Toronto,Carlton Street,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,
-79.3692029,43.6617678,5796529753,convenience,247,Gerrard Convenience,,,,,,Toronto ON,Gerrard Street East,+1-416-945-2277,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
-79.3663762,43.6599899,5110834818,convenience,330 1/2,Surma Super Market,,,,,,Toronto,Parliament Street,+1-416-925-2784,,,,,,,,,,,,,,,,,,,yes,,,,StopGap ramp,,,,,,,,,,,,,,,
-79.3668763,43.6621099,372354116,convenience,401,Jenny's Convenience,,,,,,Toronto,Parliament Street,+1-416-923-8737,,M5A 3A1,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
-79.3678378,43.6643617,372352555,convenience,491,Corner Discount,,,,,,Toronto,Parliament Street,+1-416-924-5155,,,,,,,,,,,yes,,,,,,,,yes,,,,StopGap ramp,,,,,,,,,,,,,,,
-79.3724521,43.6676734,281361302,convenience,224,Sunny Green Vegetable And Fruit Limited,,,,,,Toronto,Wellesley Street East,,,,,,,,,,,,,,,,107010,,,,,224 Mart,,,,,,,,,,,,,,,,,,
-79.3694062,43.6673898,4015549354,convenience,566,Kalaimakal Convenience,,,,,,Toronto,Parliament Street,,,M4X 1P8,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,
-79.3696273,43.6680278,281916195,convenience,592,Jamestown Milk,,,,,,Toronto,Parliament Street,+1-416-923-4354,,M4X 1P8,,,,,,,,,,,,,,,,,yes,,,,StopGap ramp,,,,,,,,,,,,,,,
-79.369308,43.668079,5801942353,convenience,609,Parliament Smoke & Gift,,,,,,Toronto,Parliament Street,+1-416-968-3794,,M4X 1P9,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
-79.376133,43.6709601,380027367,convenience,591,Handy Variety,,,,,24/7,Toronto,Parliament Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.364212,43.649842,2765984532,convenience,252,,,,,,,Toronto,The Esplanade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3499468,43.6587091,354968802,convenience,705,Starbank Convenience Mart,,,,,24/7,,Queen Street East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3483363,43.678093,373114859,convenience,521A,Lucky Spot,,,,,,Toronto,Danforth Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3441087,43.6774888,591115494,convenience,659,P & L Variety Inc.,,,,,,Toronto,Pape Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3483163,43.6805668,373116934,convenience,850,Carlaw Convenience,,,,,,Toronto,Carlaw Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.337027,43.6728384,569656245,convenience,349,Uncle Don's,,,,,,Toronto,Jones Avenue,+1-416-463-9979,,M4J 3G4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3167726,43.666415,1298025333,convenience,1612,Park Discount,,,,,,Toronto,Queen Street East,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,
-79.2985689,43.6786396,860789055,convenience,609,Beach Food Mart,,,,,,Toronto,Kingston Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.2792421,43.6748234,550879139,convenience,2414,,,,,,,Toronto,Queen Street East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4347601,43.6868767,243421027,convenience,400,Hasty Market,Hasty Market,,,,,York,Winona Drive,,,,http://www.hastymarketcorp.com/,Q58022603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4256925,43.6818574,502704876,convenience,684,Jug Town,,,,,,Toronto,St. Clair Avenue West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4238714,43.6822267,7376813157,convenience,632,Lisa and Jade's Hillcrest Market,,,,,,,St. Clair Avenue West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4212781,43.6845219,6550544314,convenience,121,U-Save Milk Store,,,,,,Toronto,Vaughan Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4296857,43.7206323,7393596103,convenience,3095,777 Variety,,,,,,North York,Bathurst Street,+1(416) 785-9103,,,,,,Ontario,,,,,,,yes,,,,,,,,yes,yes,,,,,,,,,,,,,,yes,,
-79.3928846,43.6871218,1228454412,convenience,11,Circle K,,,,,,Toronto,Pleasant Boulevard,+1-416-925-7928,,M4T 1K2,http://www.macs.ca/,,,,,,,,,yes,yes,yes,,,,,,Mac's,,,,,,,,,,R104855408,yes,,,,,,,
-79.391573,43.682478,1375319363,convenience,1177,Luni Tuni Convenience,,,,,,Toronto,Yonge Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3979605,43.6874677,502720111,convenience,78,Mac's,,,,,,Toronto,St. Clair Avenue West,+1-416-324-9844,,M4V 1M7,http://www.macs.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
-79.3968873,43.6872871,2801514215,convenience,55,Prime Gifts & Convenience,,,,,,Toronto,St. Clair Avenue West,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,Prime Tobacco & Gifts,
-79.4065003,43.6984661,3231903524,convenience,866,On the Run,,Esso,,,,Toronto,Avenue Road,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3861777,43.6986546,251047415,convenience,381,Esso,Esso,,fuel,,,Toronto,Mount Pleasant Road,,,M4S 2L5,https://www.esso.ca/,Q867662,,,,,,,yes,,,,,,en:Esso,RBC,,,,,,,,yes,,,,,,,no,,,,Eli's Esso,
-79.386278,43.6989339,2137983513,convenience,381,Circle K,,,,,,Toronto,Mount Pleasant Road,,,,,,,,,,,,,,,,,,,,,On the Run,,,,,,,,,,,,,,,,,,
